goos: darwin
goarch: amd64
pkg: github.com/christianrpetrin/queue-tests
Benchmark/0-4 	1000000000	         2.06 ns/op	       0 B/op	       0 allocs/op
Benchmark/1000-4       	   50000	     25567 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25482 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25550 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25466 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25569 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25503 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25531 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25511 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25511 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25603 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25845 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25525 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/1000-4       	   50000	     25559 ns/op	   24808 B/op	    1027 allocs/op
Benchmark/10000-4      	    5000	    258894 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    257271 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    256525 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255822 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255682 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    254925 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255944 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255732 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    256181 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    257022 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255668 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    257298 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    257454 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255506 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255870 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    257985 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    256172 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255581 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    257146 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/10000-4      	    5000	    255844 ns/op	  244488 B/op	   10169 allocs/op
Benchmark/100000-4     	     500	   3018608 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3010601 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3075506 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3013608 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3010404 ns/op	 2426734 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3018436 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3125211 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3055150 ns/op	 2426734 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3009896 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3267333 ns/op	 2426734 B/op	  101575 allocs/op
Benchmark/100000-4     	     300	   3392611 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3027898 ns/op	 2426734 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3020645 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3007801 ns/op	 2426734 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3146761 ns/op	 2426734 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3160030 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3130743 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3018014 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3274500 ns/op	 2426733 B/op	  101575 allocs/op
Benchmark/100000-4     	     500	   3034186 ns/op	 2426734 B/op	  101575 allocs/op
PASS
ok  	github.com/christianrpetrin/queue-tests	245.996s
