goos: darwin
goarch: amd64
pkg: github.com/christianrpetrin/queue-tests
Benchmark/0-4 	200000000	         6.95 ns/op	       0 B/op	       0 allocs/op
Benchmark/1000-4       	  100000	     24732 ns/op	   40744 B/op	    1010 allocs/op
Benchmark/1000-4       	   50000	     24459 ns/op	   40744 B/op	    1010 allocs/op
Benchmark/1000-4       	   50000	     24365 ns/op	   40744 B/op	    1010 allocs/op
Benchmark/1000-4       	   50000	     24286 ns/op	   40744 B/op	    1010 allocs/op
Benchmark/1000-4       	   50000	     24384 ns/op	   40744 B/op	    1010 allocs/op
Benchmark/1000-4       	   50000	     25102 ns/op	   40744 B/op	    1010 allocs/op
Benchmark/10000-4      	    5000	    321762 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    328726 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    325302 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    328669 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    322162 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    325186 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    344386 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    322012 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    319613 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    319505 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    320350 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    335061 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    316073 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    315476 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    323647 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    315343 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    320943 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    318995 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    316705 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/10000-4      	    5000	    314299 ns/op	  746344 B/op	   10022 allocs/op
Benchmark/100000-4     	     100	  16195527 ns/op	10047347 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15229571 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15267369 ns/op	10047345 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15851085 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  16624643 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15979205 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15354653 ns/op	10047347 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15786749 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15457152 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  16538046 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  16081747 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15955177 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  16486918 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  14280803 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15343880 ns/op	10047347 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15626671 ns/op	10047345 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  16510278 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  16003541 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  15406381 ns/op	10047346 B/op	  100029 allocs/op
Benchmark/100000-4     	     100	  16428672 ns/op	10047346 B/op	  100029 allocs/op
PASS
ok  	github.com/christianrpetrin/queue-tests	242.019s
